_id,list_price,sizesList,on_sale,colors,desc,name
M9518,58,"[""ONE SIZE""]",false,"[""Black""]","Founded by Chrissy Fichtl in 2011, Apotheke makes all of their soaps and hand-poured candles in Brooklyn, New York. This alcohol-free, matte-black diffuser fills any space with cedarwood and sandalwood combined with notes of smoky amber and oud in a broody, full-bodied fragrance.",Apotheke Charcoal Reed diffuser
M9513,78,"[""ONE SIZE""]",false,"[""White""]","Founded by Chrissy Fichtl in 2011, Apotheke makes all of their soaps and hand-poured candles in Brooklyn, New York. Using perfume-grade fragrance oils and a high-quality soy-wax blend, the brand's candles are also sulfate- and phthalate-free. Our three-wick candle lights up your room with the tang of sea salt, black pepper and ripe grapefruit, all balanced by dew-drop accords and tarragon for a fragrance like summer by the sea.",Apotheke Sea Salt Grapefruit three-wick candle
M6484,48,"[""ONE SIZE""]",false,"[""Silver"",""Black""]","Craighill makes everyday objects that feel extra-special. From key rings to bottle openers, every piece is thoughtfully designed to look great and function exceptionally well. The press vessel is a special home for worldly treasures. Fashioned from precision-machined anodized aluminum, it's an airtight container that's equally suited to storing rare spices or heirloom jewelry. We often try to evoke the feeling children have of discovering a special rock and finding a hiding place for it. Adults are also permitted to collect and hide their special rocks, and the press vessel is a very nice little home for treasures.",Craighill™ press vessel
BM986,139.95,"[""ONE SIZE""]",false,"[""Stainless steel""]","Founded in Japan and now based in the U.S., Snow Peak has been making premium outdoor gear inspired by the mountainous region of Niigata, Japan, since 1958. Their field barista kettle (crafted in durable stainless steel) is a way to bring your favorite pour-over tea and/or coffee along for your next camping trip.",Snow Peak® field barista kettle
BI828,100,"[""X-LARGE"",""MEDIUM"",""LARGE""]",false,"[""Natural""]","Dutch Surfboards knows that every surfer isn't a pro. Based in Southern California, where its founder learned his appreciation for the heritage of surfboard shaping and culture, they're one of very few brands crafting wooden hand planes. These increase the surface area of your planing hand, making body surfing not only easier but way more fun. And when you're done for the day, they look cool hung up on the wall.",Dutch Surfboards™ Old Reliable hand planes
N0960,30,"[""SMALL-MEDIUM""]",false,"[""Charcoal""]","Work an open fire with well-protected hands. These natural, full-grain cowhide-leather gloves protect against heat, coal and sparks for extended periods. Thick cut and high-cuff design shield while still allowing for flexibility and freedom of movement. Durable and made to last.",Barebones open-fire gloves
BG794,79,"[""ONE SIZE""]",false,"[""Identity""]",Standards Manual is an NYC-based independent publishing house founded by designers Jesse Reed and Hamish Smyth. The brand's goal is to archive incredible pieces of graphic design so that collectors can admire them for years to come. Each of its works—including this book that pays homage to the NY design firm founded in 1957 by Ivan Chermayeff and Tom Geismar—is made using the finest papers and printing techniques around.,Standards Manual Identity: Chermayeff & Geismar & Haviv book
AV847,39.5,"[""ONE SIZE""]",false,"[""Daeny stripe blue yello""]","Wear this versatile cap made from a recycled nylon blend when you need some extra protection from the sun, or when you just want something to top off your look.",Five-panel cap in floral print
BF730,54.95,"[""ONE SIZE""]",false,"[""Sage"",""Orange""]","Founded in Japan and now based in the U.S., Snow Peak has been making premium outdoor gear inspired by the mountainous region of Niigata, Japan, since 1958. This lightweight five-panel cap keeps the sun off your face without sacrificing any style.",Snow Peak® mountain cloth cap
M8721,58,"[""X-LARGE"",""SMALL"",""LARGE"",""MEDIUM"",""X-SMALL""]",false,"[""Silver"",""Brass""]","Craighill makes everyday objects that feel extra-special. From key rings to bottle openers, every piece is thoughtfully designed to look great and function exceptionally well. A perfectly simple bracelet: It's comfortable, it looks great and it goes with just about everything.",Craighill™ radial cuff
M8478,48,"[""8"",""9"",""10"",""11"",""12"",""12H MEDIUM"",""8H"",""10.5"",""9H"",""11.5""]",false,"[""Silver""]","Studebaker Metals is a metal-forging workshop in Pittsburgh, Pennsylvania, that employs traditional tools and processes to produce heirloom-quality goods—most of their items are made using just a hammer, anvil and a bit of fire. The cuff ring is rolled, forged, stamped and formed by hand and finished with our signature work patina.",Studebaker Metals™ cuff ring
M8374,148,"[""8"",""9"",""10"",""11"",""12"",""13"",""12H MEDIUM"",""10.5"",""8H"",""11.5"",""9H""]",false,"[""Silver""]","Studebaker Metals is a metal-forging workshop in Pittsburgh, Pennsylvania, that employs traditional tools and processes to produce heirloom-quality goods—most of their items are made using just a hammer, anvil and a bit of fire. The signet ring is carved and cast in solid .925 sterling silver and features a distinct hand-filed texture on the body of the ring, showing the marks of tool used carve and refine its shape.",Studebaker Metals™ signet ring
38515,100,"[""ONE SIZE""]",false,"[""Navy"",""Black""]","Straight from England, Drake's London is famous for its heritage designs and modern flair. These slim suspenders (or ""braces,"" as they're called in England) are made of the finest elastic with fasteners of matching braid. As the good people at Drake's say, ""They have all the true hallmarks of pure swank."" We couldn't agree more. A button kit is included.",Drake's® suspenders
BL624,60,"[""ONE SIZE""]",false,"[""Raymond pettibon""]","As enigmatic as it is influential, Raymond Pettibon's art navigates a wide range of American iconography, roving his critical eye over everything from sports to religion, literature to youth culture. In this collection you can explore more than a hundred of Pettibon's depictions of surfers, which he began drawing in 1985, often focusing on lone surfers ""carving a line of beauty"" along the waves. Along with text from professional surfer and author Jamie Brisick, this is a monograph for iconoclasts and draws the eye, whether up close or on the coffee table.","Point Break: Raymond Pettibon, Surfers and Waves"
BJ317,49.5,"[""ONE SIZE""]",false,"[""Regal blue stripe""]",This supersoft cotton beanie will give you an extra layer of defense against cool weather and looks good with everything you're wearing this season.,Striped cotton beanie
M9969,14,"[""SMALL-MEDIUM""]",false,"[""Black""]","The focus for Arvin Goods is the story around their clean materials used for everyday basic items. This sock is a classic athletic style with retro striping in a standout color, featuring arch support and a terry-padded footbed. Made of recycled cotton and recycled poly (RPET), this sock provides comfort and support for all-day wear.",Arvin Goods long crew socks in retro
AH240,18,"[""ONE SIZE""]",false,"[""White"",""Hthr grey"",""Black""]","The essential underpinning for any athletic undertaking, in a pack of three (because you can never have enough sport socks).",Athletic crew socks three-pack
M9491,55,"[""ONE SIZE""]",false,"[""Multicolor""]","Darryl Brown takes a modern approach in designing workwear, stemming from Darryl Brown's life experience as an engineer, surrounded by engineers. His day to day in the blue-collar, nine-to-five lifestyle led to Darryl Brown's authenticity and clear alignment with its true consumers. Perfect for all occasions.",Darryl Brown™ DB socks three-pack
M9173,28,"[""ONE SIZE""]",false,"[""Pale chamois"",""White"",""Red"",""Red multi"",""Pink"",""Orange"",""Peach"",""Olive"",""Mint"",""Black""]","Knit from certified organic cotton, these classic crew socks are supersoft. This men's undergarments and basics brand makes each item in NYC or Japan, using high-quality, low-impact materials (like organic or recycled cotton). So you can feel both comfortable and responsible.",Druthers™ everyday crew socks
M8805,34,"[""ONE SIZE""]",false,"[""Red multi"",""Pink multi"",""Blue multi""]","This men's undergarments and basics brand makes each item in NYC or Japan, using high-quality, low-impact materials (like organic or recycled cotton). So you can feel both comfortable and responsible. These best-selling, crew-length socks come in tie-dye yarn for a fun splash of color.",Druthers™ tie-dye yarn crew socks
M9984,14,"[""SMALL-MEDIUM""]",false,"[""White""]","The focus for Arvin Goods is the story around their clean materials used for everyday basic items. This sock is a classic athletic style with retro striping in a standout color, featuring arch support and a terry-padded footbed. Made of recycled cotton and recycled poly (RPET), this sock provides comfort and support for all-day wear.",Arvin Goods long crew socks in retro
N5399,14,"[""SMALL-MEDIUM""]",false,"[""Caramel""]","The focus for Arvin Goods is the story around their clean materials used for everyday basic items. The mini crew sock hits in the ankle region and is a modern take on a classic athletic style. Featuring ribbed arch support and a terry padded footbed and made of recycled cotton and recycled polyester (RPET), this sock provides comfort and support for all-day wear.",Arvin Goods mini crew socks
N0335,28,"[""ONE SIZE""]",false,"[""Purple multi"",""Orange multi""]","This organic cotton crew sock is made from a lightweight yarn with a gradient color pattern. As with all Druthers socks, the high-quality fabric and construction ensure socks retain their shape throughout their use. This men's undergarments and basics brand makes each item in NYC or Japan, using high-quality, low-impact materials (like organic or recycled cotton). So you can feel both comfortable and responsible.",Druthers™ organic cotton gradient crew socks
N2750,28,"[""ONE SIZE""]",false,"[""Light purple"",""Navy multi"",""Peach"",""Olive"",""Chocolate"",""Light blue""]","Knit from certified organic cotton in a soft, mottled pattern, these classic crew socks are made of a midweight yarn with a tight rib. This undergarments and basics brand makes each item in NYC or Japan, using high-quality, low-impact materials (like organic or recycled cotton). So you can feel both comfortable and responsible.",Druthers™ organic slub crew socks
F7164,14.5,"[""ONE SIZE""]",false,"[""Hthr light grey""]","Our playful socks are as comfortable as they are fun, thanks to a cinched instep for arch support.",Striped microdot socks
E3204,14.5,"[""ONE SIZE""]",false,"[""Hthr grey"",""Navy grey zigzag""]",There's a time and a place for plain socks. This pair is for the days that call for a little something extra.,Zigzag socks
BD256,420,"[""ONE SIZE""]",false,"[""Grey""]","The brainchild of a father-son duo (who are also eyewear aficionados), Garrett Leight crafts timeless sunglasses that are designed in California and handmade in Japan by master craftsmen. The Calabar frames are inspired by traditional wayfarers and feature the very best materials around (the finest acetate frames, semiflat mineral glass lenses with UV protection and AR coating and more).",Garrett Leight® Calabar 49 sunglasses
L4161,40,"[""ONE SIZE""]",false,"[""Navy/khaki""]","When you want to look like you made an effort without really making an effort, wear a pocket square—and this one gets extra points for being made in the USA using Italian silk.",Italian silk pocket square in blue paisley
BN618,19.5,"[""ONE SIZE""]",false,"[""Red western floral"",""Ultramarine propeller""]","Wallace & Barnes is our exclusive collection of rugged essentials inspired by traditional workwear, military surplus, vintage uniforms and classic outdoor gear. Our bandanas are made of 100 percent organic cotton that's grown without toxic chemicals or GMOs (genetically modified organisms), which means it's better for the health of the soil, the ecosystem and the people who farm it.",Wallace & Barnes organic cotton bandana
BQ682,69.5,"[""ONE SIZE""]",false,"[""Blue and cream""]","Our ties are handmade in Long Island City, New York, by skilled craftsmen who have been making ties since 1957. Every single tie is hand-stitched, which means they're more flexible and easier to tie than machine-made ties.",Striped cotton knit tie
BO227,89.5,"[""ONE SIZE""]",false,"[""Navy yellow dots"",""Green purple"",""Orange navy"",""Navy yellow"",""Blue""]","This classic tie is crafted in the finest patterned wool from the English mill Adamley Textiles, which has specialized in printed fabric production for over half a century.",English wool challis tie
BO330,89.5,"[""ONE SIZE""]",false,"[""Tartan mix"",""Tartan combo""]","This festive, two-in-one tie is crafted in the finest wool fabric from Stephen Walters, a family-owned mill founded in 1720 in Suffolk, England.",English wool tie in tartan
BM218,79.5,"[""ONE SIZE""]",false,"[""Forest navy walnut""]","Our ties are handmade in Long Island City, New York, by skilled craftsmen who have been making ties since 1957. Every single tie is hand stitched, which means they're more flexible and easier to tie than machine-made ties.",Multistripe silk tie
BM177,79.5,"[""ONE SIZE""]",false,"[""Olive medallion""]","Our ties are handmade in Long Island City, New York, by skilled craftsmen who have been making ties since 1957. Every single tie is hand stitched, which means they're more flexible and easier to tie than machine-made ties.",Silk tie in medallion
BH243,29.5,"[""ONE SIZE""]",false,"[""Twilight multi stripe""]",Dress up your favorite watch with this classic strap that's thoughtfully designed to stand the test of time.,20mm single pass-through NATO watch strap
N1050,4450,"[""ONE SIZE""]",false,"[""Stainless steel""]","Founded in New York City in the 1920s, the Benrus Watch Company quickly became an iconic American watch brand. While probably most famous for its defense-contracted GI watches produced during the Vietnam War, the brand has an extensive history in watchmaking. This 34mm Wrist Alarm, for example, features a charming and functional alarm complication with a red-tipped indicator hand. It has enough flair to stand alone, but all the quality one would come to expect from watches produced by Benrus. Analog:Shift, the world's premiere destination for vintage and pre-owned timepieces. Exclusive to the Watches of Switzerland Group, Analog:Shift's unmatched expertise allows timepiece connoisseurs to purchase with confidence. Analog:Shift provides trust and value to the timepiece industry and stands behind the authenticity of their products in perpetuity. ",Analog:Shift vintage Benrus Alarm
N2897,11900,"[""ONE SIZE""]",false,"[""Stainless steel""]","The Explorer II, a watch made for spelunkers, may be Rolex's most unusual tool watch—and the white-dialed reference 16570 ""Polar"" is particularly unique. With its white dial, fixed 24-hour bezel and fourth GMT hand, it can easily track a second time zone, and its 39mm stainless steel case, tritium luminous material and ""holey"" feature —which makes it easier to change straps or bracelets —recall the golden age of Rolex tool watches. This one also includes its matching Oyster bracelet. Analog:Shift, the world's premiere destination for vintage and pre-owned timepieces. Exclusive to the Watches of Switzerland Group, Analog:Shift's unmatched expertise allows timepiece connoisseurs to purchase with confidence. Analog:Shift provides trust and value to the timepiece industry and stands behind the authenticity of their products in perpetuity. ","Analog:Shift vintage Rolex Explorer II ""Polar"""
M7703,60,"[""ONE SIZE""]",false,"[""Dark green"",""Tan""]","The Marathon Nylon Defense Standard  strap is durable, long-lasting, and easy to clean. Made from military spec nylon with 316L stainless steel hardware, including substantial engraved square buckle. Defense Standard nylon straps can be used with all Marathon wrist watches and with other brands.",Marathon Watch Company™ 20mm Nylon Defense Standard Watch Strap
M7795,450,"[""ONE SIZE""]",false,"[""Dark green"",""Tan""]","The Marathon Military Navigator Pilot's Quartz is a highly accurate watch built to strict military specifications under MIL-PRF-46374G. The Military Navigator Pilot's Quartz is made for the professional or everyday environment. It uses self contained tritium gas tubes to ensure constant visibility in low-light situations. Powered by a Swiss-made, high-torque, 3 jewel ETA F06 quartz movement, the Navigator Pilot's Quartz combines durability with Swiss craftsmanship.",Marathon Watch Company™ Pilot's Navigator with Date
BK808,425,"[""ONE SIZE""]",false,"[""Altitude orange""]","Marathon Watch Company has been building precision Swiss-made military timepieces since 1939. Today, modern-day engineering and craftsmanship result in some of the world's highest-quality watches , like this one (with a face color and custom case you'll only find here). The Marathon Military Pilot's Navigator Quartz is a highly accurate watch built to strict military specifications under MIL-PRF-46374G. Made for the professional or everyday environment, it uses self-contained tritium gas tubes to ensure constant visibility in low-light situations. Powered by a Swiss-made, high-torque, three-jewel ETA F06 quartz movement, the Navigator Pilot's Quartz combines durability with Swiss craftsmanship.",Marathon Watch Company™ X J.Crew Pilot's Navigator with Date watch
N8838,1500,"[""41""]",false,"[""Black""]","Marathon Watch has been building precision Swiss-made military timepieces since 1939. Today, modern-day engineering and craftsmanship result in some of the world's highest-quality watches. Marathon Tritium Search and Rescue (TSAR) watches were developed to Canadian government requirements for use in SAR operations. Built to withstand extreme conditions and match the capabilities of the user. First introduced in the early 1990s, they are still in active use today.",Marathon Watch Company™ Arctic Edition Large Diver's Quartz (TSAR) with Stainless Steel Bracelet
N8866,370,"[""34""]",false,"[""Green""]","Marathon Watch has been building precision Swiss-made military timepieces since 1939. Today, modern-day engineering and craftsmanship result in some of the world's highest-quality watches. The General Purpose Field Watches are built to strict military standard, MIL-PRF-46374G, and rediscovering their heritage since the development of that spec. Each General Purpose Field Watch features a 34mm, high-impact, composite fibreshell case for ultra-light durability.",Marathon Watch Company™ General Purpose Quartz with Date
BM193,228,"[""44/R"",""46/L"",""44/L"",""40/R"",""42/S"",""48/R"",""46/R"",""39/R"",""42/R"",""38/R"",""36/R"",""40/L"",""34/S"",""41/R"",""38/S"",""42/L"",""36/S"",""40/S""]",false,"[""Green white"",""Khaki white"",""Pink white""]","We changed the suiting game when we introduced the Crosby in 2008, proving that you can get a suit made with the world's best fabrics - and with details you'd find in a four-figure suit - for a fraction of the cost. The Crosby is a classic fit designed in new fabrics from renowned mills every season. We cut this jacket in warm-weather-ready cotton seersucker. Fun fact: The classic, puckered fabric takes its name from the Persian phrase,, shÃ®r-o-shakar (""milk and sugar""), which describes its alternating smooth and textured stripes.",Crosby Classic-fit unstructured suit jacket in seersucker
BM134,498,"[""42/R"",""38/R"",""46/R"",""41/R"",""36/R"",""44/R"",""46/L"",""42/L"",""48/R"",""39/R"",""42/S"",""34/S"",""40/L"",""38/S"",""40/S"",""44/L"",""40/R"",""36/S""]",false,"[""Midnight navy"",""Charcoal mini check""]","We changed the suiting game when we introduced the Crosby in 2008, proving that you can get a suit made with the world's best fabrics - and with details you'd find in a four-figure suit - for a fraction of the cost. The Crosby is a classic fit designed in new fabrics from renowned mills every season. This 100 percent wool fabric is crafted with high-twist yarns in an open weave so it's lighter and more breathable than you might expect. The weaving technique creates a dry handfeel and offers excellent recovery (meaning your suit won't look baggy after a day's wear), making it an especially good choice for warmer or more humid climates. We sourced this three-season wool from William Halstead (est. 1875), a mill in Bradford, England, where they've been weaving fine worsted fabrics for nearly 150 years.",Crosby Classic-fit suit jacket in English wool
BC903,450,"[""36/R"",""40/R"",""34/S"",""44/L"",""42/L"",""38/S"",""42/R"",""40/S"",""36/S"",""38/R"",""40/L"",""44/R"",""39/R""]",false,"[""Deep navy""]","Meet the next generation of suiting: The Kenmare suit, designed for a versatile, laid-back silhouette that's still polished enough for more formal occasions. We tailor this suit jacket with a wider lapel and slightly more room in the body compared to our Ludlow suits. This suit is cut in wool by Loro Piana, a legendary Italian mill that has been family-owned for six generations and is considered one of the best in the world. Loro Piana is famous for its commitment to innovating fabrics and for working with the very best raw materials that result in this luxe, lightweight fabric.",Kenmare suit jacket in Italian wool
BH235,348,"[""46/R"",""44/R"",""44/L"",""34/S"",""42/R"",""36/R"",""36/S"",""38/R"",""38/S"",""39/R"",""40/L"",""40/R"",""40/S"",""41/R"",""42/L"",""42/S"",""46/L""]",false,"[""Blue houndstooth"",""Beige multi glen""]","We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. We cut this suit jacket in cotton-wool from Abraham Moon & Sons, which is renowned as one of the world's finest fabric mills. Established in 1837 in Guiseley, England, it's one of the last in Great Britain to handle everything from dyeing to spinning to finishing all in one place.",Ludlow Slim-fit suit jacket in English cotton-wool
50678,550,"[""40/R"",""42/L"",""44/L"",""46/L"",""42/R"",""38/R"",""38/S"",""44/R"",""36/S"",""42/S"",""40/S"",""36/R"",""40/L"",""46/R"",""39/R"",""41/R"",""34/S""]",false,"[""Navy"",""Black""]","We changed the suiting game when we introduced the Ludlow in 2008, proving that you can get a suit made with the world's best fabrics and with details you'd find in a four-figure suit for a fraction of the cost. Today, the Ludlow comes in two fits and new fabrics from renowned mills every season. This tuxedo jacket is crafted in a luxuriously finished wool from Tollegno 1900 (est. 1862), one of the oldest mills in Italy. The peak lapels are made of rich satin, a stylish hallmark of timeless formalwear.",Ludlow Slim-fit tuxedo jacket in Italian wool
BG918,429,"[""36"",""38"",""40"",""42"",""44""]",false,"[""Tangerine"",""Natural"",""Tawny port"",""Navy""]","The original G9 from Baracuta is one of the most iconic jackets of all time. Worn by well-dressed leading men, athletes and everyone else from punk rockers to Ivy Leaguers, its casual-but-polished vibe works with just about anything in your closet. This new version has a tartan lining, and features ribbed cuffs, button flap pockets and the classic, two-button Baracuta tan collar lining with COOLMAX® technology to keep you comfortable.",Baracuta® G9 cloth jacket
AQ430,118,"[""SMALL"",""X-SMALL"",""MEDIUM""]",false,"[""Midnight navy"",""Evergreen moss""]","Our customer-favorite Sussex quilted vest is back by popular demand, with all the classic details you've come to love, like a corduroy-lined collar and pockets, plus an interior compartment to keep your essentials secure. This lightweight quilted vest also features button adjusters at the back waist so you can dial in your perfect fit, and a leather pull tab on the main zipper. The Sussex is a lightweight layer you'll wear pretty much all year - especially during those awkward times when the forecast calls for a 100 percent chance of indecision. We also built this insulated vest to be eco-friendly: The shell is made with organic cotton and recycled nylon, and the lightweight PrimaLoft filling is spun from recycled plastic bottles.",Sussex quilted vest with PrimaLoft®
BJ063,498,"[""MEDIUM""]",false,"[""Black navy plaid""]","Re-introducing our classic Barn Jacket, an old J.Crew favorite back from the vaults. Originally introduced in the '80s, the Barn Jacket is inspired by the work jackets traditionally worn on American farms, with modern updates like corozo nut buttons, a corduroy collar and snap pockets. This one is crafted in sustainable, traceable wool from Abraham Moon & Sons, which is renowned as one of the world's finest fabric mills. Established in 1837 in Guiseley, England, it's one of the last in Great Britain to handle everything from dyeing to spinning to finishing all in one place. The plaid pattern is inspired by vintage madras shirts from the '50s. In addition to a quilted Bemberg lining, we insulate this new Barn Jacket with PrimaLoft Black Eco, a warm, lightweight insulation made from recycled plastic bottles.",Barn Jacket™ in plaid English wool with PrimaLoft®
BN474,750,"[""X-LARGE"",""X-SMALL"",""MEDIUM"",""XX-LARGE"",""SMALL"",""LARGE""]",false,"[""Caramel brown""]","Wallace & Barnes is our exclusive collection of rugged essentials inspired by traditional workwear, military surplus, vintage uniforms and classic outdoor gear. Modeled after work jackets from our archive, we've reworked this classic in soft Italian suede, and a twill lining ensures it's easy to put on and take off. We've also added modern details like a corduroy collar, hand pockets and an additional zip pocket at the chest to keep your wallet or phone in place.",Limited-edition Wallace & Barnes work jacket in Italian suede
N8710,180,"[""LARGE"",""XX-LARGE"",""X-LARGE"",""SMALL"",""MEDIUM""]",false,"[""Black""]","First commissioned in 1959 to make USA military gear that could withstand the elements, Alpha Industries is a Tennessee-born label known for iconic bombers, flight jackets and parkas (in other words, outerwear with major street cred). Carry everything you need in this cargo shirt-jacket, complete with roomy utility pockets and adjustable cuffs.",Men's Alpha Industries® nylon cargo shirt-jacket
BK570,348,"[""X-SMALL""]",false,"[""Navy""]","We updated our take on the famous naval coat (this one's modeled after a version from the 1940s) with an authentic, straight fit, lined pockets and reinforced anchor-motif buttons. We also built it with PrimaLoft® insulation that's made from recycled plastic bottles to keep you warm on blustery days.",Dock peacoat with PrimaLoft®
BJ462,348,"[""MEDIUM""]",false,"[""Midnight ink""]","Whether you're cheering from the stands or captaining a crew, this hooded jacket was crafted to keep you covered at all times and in the coldest climes. Cut long (it hits midthigh), our designers built its exterior shell in a sturdy blend of cotton and nylon and then gave it a soft, quilted lining, filled with PrimaLoft Black Eco, a warm, lightweight insulation made from recycled plastic bottles. For some added protection from the elements, we added drawcords to its removable fleece-lined hood and hem, lined patch pockets and adjustable cuffs, as well as a two-way zipper for added versatility.",Hull hooded jacket with PrimaLoft®
N7801,170,"[""LARGE"",""SMALL"",""X-LARGE"",""X-SMALL"",""MEDIUM""]",false,"[""Light brown"",""Black""]","Liner Jacket is a versatile, transitional piece, designed to be worn under outerwear or as a light top layer. The water-repellent, quilted jacket can be attached to designs from the Rains's Essential Rainwear collection via its signature back-mounted strap. Liner Jacket features an O-neck, chest pocket with a concealed zip and concealed side pockets. The design is cut from a ripstop polyester, developed to be soft yet durable, water-repellent and breathable. Inspired by both Scandinavian weather patterns and clean Danish design, this innovative, Copenhagen-based brand is known for putting a fresh, modern spin on classic rubber outerwear and weatherproof accessories.",RAINS® liner jacket
BE622,198,"[""31/32"",""29/30"",""32/30"",""34/32"",""34/36"",""33/32"",""29/32"",""33/30"",""30/30"",""31/30"",""30/34"",""34/34"",""32/32"",""35/32"",""34/30"",""33/34"",""38/32"",""36/34"",""36/32"",""36/30"",""28/32"",""32/34"",""30/32""]",false,"[""Resin rinse""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. This denim is made with 100 percent Japanese cotton denim, so it will take on your unique wear characteristics over time (note the selvedge details when you flip the cuffs, a sign of denim that's meant to last). Our newest washes let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. The vintage-inspired Classic Relaxed fit is built with room to move, and relaxed through the hip and thigh with a full leg. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Classic Relaxed-fit jean in Japanese selvedge denim
BC232,148,"[""30/30"",""36/30"",""34/34"",""34/30"",""34/36"",""36/34"",""29/32"",""34/32"",""38/32"",""36/32"",""35/32"",""33/32"",""32/30"",""32/34"",""33/34"",""31/32"",""30/32"",""33/30"",""32/32"",""31/30"",""30/34""]",false,"[""Black rinse wash""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. Our newest washes let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. The Classic Straight-fit is modeled after vintage denim from the 1950s and made with a true straight leg and slightly longer rise. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Classic Straight-fit jean in black wash
BJ499,148,"[""29/30"",""28/32"",""29/32"",""34/30"",""33/30"",""33/32"",""38/32"",""30/30"",""33/34"",""32/32"",""30/32"",""36/30"",""34/34"",""31/30"",""30/34"",""32/34"",""31/32"",""32/30"",""36/34"",""34/36"",""36/32"",""34/32"",""35/32""]",false,"[""Six year wash""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. Our newest washes let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. The Classic Straight-fit is modeled after vintage denim from the 1950s and made with a true straight leg and slightly longer rise. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Classic Straight-fit jean in six-year wash
BE424,128,"[""34/36"",""30/30"",""36/32"",""34/30"",""33/34"",""32/32"",""32/30"",""33/32"",""31/32"",""36/34"",""30/32"",""31/30"",""29/32"",""30/34"",""33/30"",""32/34"",""34/34"",""35/32"",""34/32"",""38/32""]",false,"[""Three year wash""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. Our newest washes let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. The Classic Straight-fit is modeled after vintage denim from the 1950s and made with a true straight leg and slightly longer rise. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Classic Straight-fit jean in three-year wash
BO747,148,"[""32/32"",""32/34"",""31/32"",""32/30"",""30/32"",""29/32"",""30/34"",""30/30"",""29/30"",""31/30"",""36/30"",""36/34"",""38/32"",""36/32"",""33/30"",""34/30"",""33/34"",""34/32"",""34/34"",""28/32"",""33/32"",""34/36"",""35/32""]",false,"[""Tan white""]","Our designers are obsessed with denim - and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. This pair is made with tan warp and white weft threads, which means it'll break in and get lighter with wear. The Classic Straight-fit is modeled after vintage denim from the 1950s and made with a true straight leg and slightly longer rise. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Limited-edition Classic Straight-fit jean in tan
AW285,128,"[""34/30"",""28/32"",""34/34"",""35/32"",""34/32"",""31/30"",""36/32"",""30/32"",""36/34"",""33/34"",""31/34"",""30/30"",""28/30"",""30/34"",""32/32"",""33/30"",""32/34"",""31/32"",""29/32"",""29/30"",""33/32"",""32/30""]",false,"[""One year wash""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. These jeans are easy to move in thanks to denim with just the right amount of Stretch on Demand. Our newest washes let you jump into the break-in process wherever you like, from day-one dark to old-favorite fades. By buying cotton products from J.Crew, you're supporting more responsibly grown cotton through the Better Cotton Initiative. .",250 Skinny-fit stretch jean in one-year wash
BI523,128,"[""36/34"",""36/32"",""35/32"",""34/34"",""34/32"",""33/32"",""30/30"",""28/30"",""30/32"",""33/30"",""30/34"",""32/30"",""28/32"",""31/34"",""29/32"",""31/30"",""29/30"",""31/32"",""32/34"",""34/30"",""33/34"",""32/32""]",false,"[""Faded black""]","Our designers are obsessed with denim—and it shows. We source denim from some of the world's most renowned mills, create exclusive washes and build our jeans to feel good from the moment you put them on. This denim is made from 100 percent cotton, so it gets better with wear. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",484 Slim-fit jean in black wash
